SOC1_SC1,SOC1_G1,Labels
0.7107152353097579,0.3191084324529873,nonDRNA
0.5253921829300717,0.3275939286077859,nonDRNA
0.09571922361074182,0.1639767906502424,nonDRNA
0.6439776655144909,0.38616292417278864,nonDRNA
0.6245679340600904,0.3046452269226871,RNA
1.0,0.24574846065490388,RNA
0.4450943897899494,0.1417275027429259,nonDRNA
0.6227067269343259,0.309307890279471,nonDRNA
0.7003456527519276,0.45408775139457047,nonDRNA
0.6195160861473011,0.2929917088689499,nonDRNA
0.5115660728529646,0.22721499894051367,nonDRNA
0.6019675618186652,0.34750361415984204,nonDRNA
0.6314809890986439,0.38853535733673517,nonDRNA
0.5490561021005052,0.6234805003301048,nonDRNA
0.5931932996543472,0.400342306942166,nonDRNA
0.5974474873703802,0.40728983504760524,nonDRNA
0.543472480723212,0.3663027871123071,DNA
0.5418771603296995,0.2653269160941594,nonDRNA
0.5344323318266418,0.2536443037304229,DNA
0.5594256846583354,0.3491174457274825,nonDRNA
0.6955596915713905,0.259066441932644,RNA
0.5958521669768678,0.31063335651138047,nonDRNA
0.6059558628024461,0.3234538880628287,nonDRNA
0.5684658335549055,0.3326934768256305,nonDRNA
0.5833554905610209,0.3626106813885722,nonDRNA
0.6030311087476734,0.2591105913935319,nonDRNA
0.5836213772932729,0.6289366868518202,nonDRNA
0.44748737038021796,0.23804151648041091,nonDRNA
0.5453336878489763,0.3367006323633584,RNA
0.4767349109279447,0.3356158554232616,nonDRNA
0.5567668173358148,0.2856650646911353,nonDRNA
0.7216165913320923,0.3478277995032086,nonDRNA
0.5817601701675086,0.3621885997796121,nonDRNA
0.513427279978729,0.46392472652943956,nonDRNA
0.5902685455995744,0.42013191234204306,nonDRNA
0.5354958787556501,0.28974671509706346,nonDRNA
0.522201542143047,0.3446349151939067,nonDRNA
0.3366126030311087,0.08438210554001671,nonDRNA
0.5551714969423025,0.3443536366107414,nonDRNA
0.5535761765487901,0.31375440768300705,nonDRNA
0.5203403350172825,0.31063454883230973,nonDRNA
0.7407604360542408,0.41927873114751685,nonDRNA
0.5275192767880883,0.2541544911387548,nonDRNA
0.4666312151023663,0.2728223912362329,nonDRNA
0.5977133741026323,0.3729678443136518,nonDRNA
0.513693166710981,0.2925214810050009,nonDRNA
0.5333687848976335,0.3014584049775469,nonDRNA
0.7032704068067003,0.46038909193610517,nonDRNA
0.6801382611007709,0.3311041382167977,nonDRNA
0.543738367455464,0.26537770728642096,nonDRNA
0.7407604360542408,0.28424010683464207,RNA
0.6195160861473011,0.4135029354437481,nonDRNA
0.5937250731188513,0.379068975698585,nonDRNA
0.6035628822121775,0.16290619561190292,nonDRNA
0.6208455198085614,0.30911895779193976,nonDRNA
0.531241691039617,0.29312473661882565,nonDRNA
0.5416112735974474,0.21509651770749394,nonDRNA
0.5158202605689975,0.30452569255121503,nonDRNA
0.6623238500398829,0.33839006715386577,RNA
0.4504121244349906,0.3340911372501445,nonDRNA
0.448019143844722,0.27499229777472944,nonDRNA
0.5043871310821589,0.28103294826069425,DNA
0.4397766551449082,0.2870657143145986,nonDRNA
0.7442169635735175,0.4211633958952521,RNA
0.579101302844988,0.35367634357691496,nonDRNA
0.7261366657803775,0.3707353493229951,nonDRNA
0.47248072321191176,0.34160861155302547,nonDRNA
0.6006381281574048,0.2683816926946966,nonDRNA
0.7120446689710183,0.36964746563118117,nonDRNA
0.6726934325977133,0.32410701124002617,RNA
0.5838872640255252,0.424634317689982,nonDRNA
0.49800584950810955,0.34397479762703276,nonDRNA
0.46689710183461836,0.23881843951522172,nonDRNA
0.5198085615527784,0.20778073036743674,nonDRNA
0.5809625099707523,0.3495173098633522,nonDRNA
0.5549056102100505,0.3299894860804592,nonDRNA
0.6181866524860409,0.28657498188931674,nonDRNA
0.44748737038021796,0.23149931031791202,nonDRNA
0.36825312416910394,0.3775217293772058,nonDRNA
0.4918904546663121,0.201582030185334,nonDRNA
0.48364796596649823,0.35364571268430967,nonDRNA
0.5357617654879021,0.36793282416863404,nonDRNA
0.5448019143844722,0.27034722534996547,nonDRNA
0.543738367455464,0.3265771475471624,nonDRNA
0.5160861473012496,0.2558744476657261,nonDRNA
0.5442701409199681,0.3364551905810811,nonDRNA
0.5006647168306302,0.41072747261583087,nonDRNA
0.5910662057963307,0.3781789836945242,nonDRNA
0.483116192501994,0.3599646777443692,nonDRNA
0.5846849242222812,0.324685345667104,nonDRNA
0.4756713639989364,0.3173501621203806,nonDRNA
0.42382345120978454,0.30376949239002,nonDRNA
0.5865461313480457,0.4094553837370717,nonDRNA
0.5689976070194097,0.3279032519226678,nonDRNA
0.5812283967030045,0.3692837153848662,nonDRNA
0.548524328636001,0.31327467483812893,nonDRNA
0.6679074714171761,0.3744756096983451,nonDRNA
0.4953469821855889,0.33312559240297435,nonDRNA
0.5623504387131082,0.35909575287560086,nonDRNA
0.4940175485243286,0.4272545856746905,nonDRNA
0.5527785163520339,0.2171699722001139,nonDRNA
0.48604094655676683,0.30387112515430054,nonDRNA
0.48285030576974197,0.3138268453777731,nonDRNA
0.4307365062483381,0.23644567888285098,nonDRNA
0.5003988300983779,0.2580288708253947,nonDRNA
0.6200478596118053,0.36100859670107294,nonDRNA
0.5208721084817868,0.34111332815630946,nonDRNA
0.5549056102100505,0.3613178696361973,nonDRNA
0.5110342993884605,0.38654051205918416,DNA
0.6189843126827971,0.3354788224826587,nonDRNA
0.526721616591332,0.23863080850476132,nonDRNA
0.5293804839138526,0.39333454983654614,nonDRNA
0.5785695293804839,0.26391849119477706,nonDRNA
0.8383408667907472,0.2990175728960666,RNA
0.4248869981387928,0.2966703464041599,nonDRNA
0.5785695293804839,0.352521396031143,nonDRNA
0.6258973677213506,0.3807852293133746,nonDRNA
0.5639457591066206,0.3930199030606139,nonDRNA
0.5280510502525924,0.32045149801354295,nonDRNA
0.6208455198085614,0.3927435952801959,nonDRNA
0.5681999468226535,0.4445178309579781,nonDRNA
0.6599308694496143,0.37910106760416007,nonDRNA
0.49667641584684924,0.29481241651444423,nonDRNA
0.6152618984312682,0.3027982630268702,nonDRNA
0.45200744482850297,0.23749674336850407,nonDRNA
0.5320393512363732,0.3072459475614568,DNA
0.5182132411592661,0.2228716844703692,nonDRNA
0.5128955065142249,0.2442947191635832,nonDRNA
0.5067801116724274,0.28781135991658185,nonDRNA
0.49135868120180803,0.2802799220242264,nonDRNA
0.7447487370380218,0.2777967457565046,RNA
0.5402818399361871,0.29178372823170445,nonDRNA
0.6846583355490561,0.24832211896722978,nonDRNA
0.6354692900824248,0.330169677680051,nonDRNA
0.42275990428077626,0.4168965327072271,nonDRNA
0.6378622706726934,0.31810529591004033,nonDRNA
0.543472480723212,0.31262094710384075,nonDRNA
0.609944163786227,0.27732590493883846,nonDRNA
0.592661526189843,0.29074592201891974,nonDRNA
0.5315075777718692,0.2546172795918353,nonDRNA
0.6043605424089338,0.238260651632608,nonDRNA
0.5128955065142249,0.2981928730578226,nonDRNA
0.5764424355224673,0.3134548832309733,nonDRNA
0.5003988300983779,0.3075842812200754,DNA
0.706461047593725,0.32844016579239316,RNA
0.42143047061951594,0.4306722056859064,nonDRNA
0.5705929274129221,0.3902717544579284,nonDRNA
0.5985110342993885,0.279137628194232,nonDRNA
0.5067801116724274,0.322496387183618,nonDRNA
0.4674288752991225,0.3038200316834936,nonDRNA
0.5541079500132942,0.32686919900182243,nonDRNA
0.6899760701940972,0.2605371362123887,nonDRNA
0.6474341930337675,0.3105847484419472,nonDRNA
0.6921031640521137,0.3920135590064346,RNA
0.4847115128955065,0.3248544285301508,nonDRNA
0.5594256846583354,0.26535884846383556,nonDRNA
0.5567668173358148,0.36994098649543733,nonDRNA
0.41132677479393775,0.27615032688233976,nonDRNA
0.5386865195426748,0.31544910715818103,nonDRNA
0.49694230257910127,0.4122077138596358,nonDRNA
0.6046264291411858,0.38048398355295715,nonDRNA
0.6466365328370113,0.44760611009730245,nonDRNA
0.5817601701675086,0.24422115632089786,nonDRNA
0.5955862802446157,0.2767924840656383,nonDRNA
0.5538420632810421,0.28293631229511595,nonDRNA
0.7269343259771336,0.35528711037596966,RNA
0.43020473278383403,0.29124191073224187,nonDRNA
0.4541345386865195,0.3721914838528006,nonDRNA
0.5724541345386864,0.3802730938877498,nonDRNA
0.5753788885934591,0.39337704516206035,nonDRNA
0.3953735708588141,0.2808672240481525,DNA
0.4666312151023663,0.2611638687932432,DNA
0.4876362669502791,0.30845350836738916,nonDRNA
0.6703004520074447,0.3241292035232377,nonDRNA
0.5697952672161658,0.3766333075422561,nonDRNA
0.6524860409465567,0.41531095578695987,nonDRNA
0.6657803775591598,0.3694131661719542,nonDRNA
0.4746078170699281,0.318492455950375,nonDRNA
0.5820260568997606,0.3081568387682847,nonDRNA
0.4684924222281308,0.4380736554070931,nonDRNA
0.5373570858814145,0.34389772499456983,nonDRNA
0.5711247008774262,0.28244824160035925,nonDRNA
0.6950279181068865,0.12893979360353738,RNA
0.667375697952672,0.3406935304296926,nonDRNA
0.6748205264557299,0.4216054530780906,nonDRNA
0.49109279446955584,0.24315300470080073,nonDRNA
0.6064876362669502,0.3572332888077035,nonDRNA
0.522201542143047,0.33138396418361965,nonDRNA
0.48258441903748994,0.2825318384114281,nonDRNA
0.49561286891784095,0.36235806049084046,nonDRNA
0.5995745812283966,0.3903763176447746,nonDRNA
0.5963839404413719,0.40466806406679573,nonDRNA
0.7452805105025259,0.3474230653241066,nonDRNA
0.5368253124169104,0.3805102649931586,nonDRNA
0.5897367721350704,0.3776729694094448,nonDRNA
0.5014623770273863,0.37100197579333255,nonDRNA
0.6394575910662057,0.6526028634577917,nonDRNA
0.49029513427279975,0.2856427884416611,nonDRNA
0.5724541345386864,0.2810672904621076,DRNA
0.5027918106886465,0.27932682097717715,nonDRNA
0.5934591863865992,0.2538187772275301,RNA
0.41345386865195427,0.34919396418261206,nonDRNA
0.6349375166179207,0.2760605753442205,nonDRNA
0.4684924222281308,0.17123148413761424,nonDRNA
0.5759106620579633,0.2656070695294056,nonDRNA
0.5450678011167243,0.2693707732852804,nonDRNA
0.6032969954799254,0.3046432117323842,nonDRNA
0.702206859877692,0.19537640278656487,RNA
0.8875299122573782,0.33662438260026917,RNA
0.771869183727732,0.38477759839225434,nonDRNA
0.5429407072587077,0.4618819868956876,nonDRNA
0.6040946556766817,0.2628299441694884,nonDRNA
0.5836213772932729,0.3795126282404134,nonDRNA
0.561552778516352,0.4274367084983227,nonDRNA
0.5328370114331294,0.3867314849268971,nonDRNA
0.5735176814676947,0.3095826110975254,nonDRNA
0.530975804307365,0.25433842763365977,nonDRNA
0.5493219888327572,0.4791224941150565,nonDRNA
